val_loss,auc,val_BinaryAccuracy,val_BinaryCohenKappa,val_BinaryF1Score,val_BinaryRecall,val_BinaryPrecision,epoch,step
0.01869944855570793,0.8468749523162842,0.9058823585510254,0.22285717725753784,0.27272728085517883,0.30000001192092896,0.25,0,265
0.018680604174733162,0.8481249809265137,0.6882352828979492,0.16958528757095337,0.2535211145877838,0.8999999761581421,0.14754098653793335,1,531
0.017947379499673843,0.8743749856948853,0.6470588445663452,0.16393446922302246,0.25,1.0,0.1428571492433548,2,797
0.01631375029683113,0.8731250166893005,0.770588219165802,0.1865031123161316,0.2641509473323822,0.699999988079071,0.1627907007932663,3,1063
0.026280568912625313,0.8737499713897705,0.5823529362678528,0.12851977348327637,0.21978022158145905,1.0,0.12345679104328156,4,1329
0.021479519084095955,0.8250000476837158,0.9058823585510254,0.3365853428840637,0.38461539149284363,0.5,0.3125,5,1595
0.019631601870059967,0.8512499928474426,0.8705882430076599,0.294339656829834,0.3529411852359772,0.6000000238418579,0.25,6,1861
